SrNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentnType,AmountUSD,HundredMillionOrMore,OneMillionOrMore,Funded,Industry,BangaloreBased,InMegaCity,TechRelated,PrivateEquity,SeedFunding,PrivateOrSeed,Year,FiveMillionOrMore,TopInvestor
1276,16-Oct,Azuro,Consumer Internet,Rental Property Finder platform,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1277,16-Oct,NeuroSynaptic,Technology,Remote Healthcare Delivery Solutions,Bangalore,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,0,No,No,No,Other,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1278,16-Oct,UE LifeSciences,Technology,Mobile Health Technology Solutions,Mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1279,16-Oct,FindmeaShoe,Consumer Internet,Footwear Recommendation App,Bangalore,Ventureast Fund Advisors,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1280,16-Oct,RealBox,Technology,Data Sciences Platform,Noida,Hyderabad Angels,Seed Funding,300000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1281,16-Oct,Sportido,Consumer Internet,Sports Discovery platform,Noida,Sumpoorna Group,Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1282,16-Oct,GoZefo,eCommerce,Used Furniture & Appliances Marketplace,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,1050000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,0,No
1283,16-Oct,RayIOT,Technology,Baby Monitoring Devices manufacturer,Bangalore,HAX Accelerator,Seed Funding,100000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1284,16-Oct,KOOH Sports,Technology,Sports Training & Technology,Mumbai,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1285,16-Oct,Flexiloans,Consumer Internet,Online Funds Raising Platform,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,1,No
1286,16-Oct,Sibia Analytics,Technology,Marketing & Customer Analytics Solutions,Kolkata,Radhakrishnan Natarajan & Others,Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1287,16-Oct,Vithi.com,eCommerce,Online Hair Extension etailer,New Delhi,Undisclosed Investors,Seed Funding,375000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,Yes
1288,16-Oct,Yupp TV,Consumer Internet,Internet-based TV streaming service provider,Bangalore,Emerald Media,Private Equity,50000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1289,16-Oct,Deyor Camps,Consumer Internet,Branded Camping location Aggregator,Gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1290,16-Oct,ZipLoan,Consumer Internet,online lending platform,New Delhi,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,\\xc2\\xa0 Badal Malick",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1291,16-Oct,FabAlley,ecommerce,online fashion brand store,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2016,0,No
1292,16-Oct,Shoekonnect,eCommerce,B2B Marketplace for Shoes,Agra,Indian Angel Network,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1293,16-Oct,Maya,Consumer Internet,Womens Health Tracker App,Bangalore,Rajan Anandan,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1294,16-Oct,RoboVac,Technology,waterless car washing solution,Ahmedabad,Virendra Patel,Seed Funding,450000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1295,16-Oct,Newspatrolling,Consumer Internet,Online News portal,New Delhi,Undisclosed Investors,Seed Funding,25000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,Yes
1296,16-Oct,Postman,Consumer Internet,API Platform,Bangalore,Nexus Venture Partners,Private Equity,7000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1297,16-Oct,ISFC,Finance,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,6000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2016,1,No
1298,16-Oct,BeatRoute,Technology,SAAS based mobile application platform,Gurgaon,Quarizon Consultancy Services LLP,Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1299,16-Oct,Kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1300,16-Oct,Innov8,Consumer Internet,Co-Working Spaces aggregator,Bangalore,Punit Soni,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1301,16-Oct,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",Private Equity,25000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1302,16-Oct,Tazzo Bikes,Consumer Internet,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed Funding,227000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1303,16-Oct,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,1000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1304,16-Oct,Trilyo,Technology,B2B SAAS based product,Bangalore,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Funding,0,No,No,No,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1305,16-Oct,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1306,16-Oct,Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurgaon,Hemant Sahni,Seed Funding,300000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1307,16-Oct,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,16000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,1,No
1308,16-Oct,3Dexter,Technology,3D Printing Solutions for Edu space,New Delhi,Newbie Promoters,Seed Funding,150000,No,No,Yes,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1309,16-Oct,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1310,16-Oct,Coppre,eCommerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1311,16-Oct,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,2500000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2016,0,No
1312,16-Oct,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,"Hyderabad Angels, TLabs",Seed Funding,0,No,No,No,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1313,16-Oct,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1314,16-Oct,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1315,16-Oct,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,750000,No,No,Yes,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1316,16-Oct,Stayology,Consumer Internet,Stay & Travel related services,Bangalore,Ranjan Pai,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1317,16-Oct,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1318,16-Oct,RailYatri,Consumer Internet,Train Travel Info mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,0,No,No,No,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1319,16-Oct,ChatOnGo,Consumer Internet,Hyperlocal\\xc2\\xa0 Communication Mobile app,Mumbai,Janak Jain,Seed Funding,300000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1320,16-Oct,WOTU,eCommerce,B2B Marketplace for traders,Bangalore,KAE capital,Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1321,16-Oct,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,BEENEXT,Private Equity,3000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1322,16-Oct,Box8,Consumer Internet,Online Food Ordering platform/App,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,1,No
1323,16-Oct,Kredx,eCommerce,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,6000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,1,No
1324,16-Oct,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,500000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1325,16-Oct,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Swastika Company Ltd,Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1326,16-Oct,SatvaKart,eCommerce,Online Grocery Etailer,Gurgaon,Nimit Panigrahi,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1327,16-Oct,SooperMO,Technology,Android utility app suite creator,Gurgaon,Lalit Vase,Seed Funding,100000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1328,16-Oct,OrangeTwig,Consumer Internet,Social Media Marketing platform,New Delhi,Undisclosed Investors,Seed Funding,1000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,Yes
1329,16-Oct,Wooplr,Consumer Internet,Fashion Discovery App,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1330,16-Oct,The Kettlery,eCommerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2016,0,No
1331,16-Oct,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1332,16-Oct,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,971000,No,No,Yes,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1333,16-Oct,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,27000000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1334,16-Oct,Pikkol,Logistics,Relocation Service provider,Bangalore,"Ajay Nanavati, Afsal Salu",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1335,16-Oct,Velmenni,Technology,LiFi based wireless communication provider,New Delhi,Kalaari Capital,Seed Funding,100000,No,No,Yes,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1336,16-Oct,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000,No,No,Yes,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1337,16-Oct,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed Funding,100000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1338,16-Oct,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000,No,No,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1339,16-Oct,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,1000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1340,16-Sep,Mad Street Den,Technology,Artificial Intelligence platform,Chennai,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,0,No,No,No,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1341,16-Sep,Mihup,Technology,Personal Digital Assistant,Kolkata,Accel Partners,Private Equity,6700000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2016,1,No
1342,16-Sep,Renowala,eCommerce,Home Improvement Marketplace,Hyderabad,Pradeep Dhobale,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1343,16-Sep,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1344,16-Sep,Trackbizz,Technology,Field Force Automation System,Kochi,Grasshoppers,Private Equity,0,No,No,No,Other,No,No,Yes,Yes,No,Yes,2016,0,No
1345,16-Sep,Social Quotient,Technology,Platform for Social Causes,Mumbai,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1346,16-Sep,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,New Delhi,William Bissel,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1347,16-Sep,eShakti,eCommerce,Women\xe2\x80\x99s Fashion Apparel eTailer,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,0,No
1348,16-Sep,CheersOye!,Consumer Internet,Online Gift Vouchers platform,Mumbai,Undisclosed Investors,Seed Funding,500000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,Yes
1349,16-Sep,Lenskart,eCommerce,Online Eyewear eTailer,New Delhi,PremjiInvest,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2016,0,No
1350,16-Sep,BigStylist,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Mumbai,Info Edge (India) Ltd,Private Equity,900000,No,No,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1351,16-Sep,Zilingo,eCommerce,Online Fashion Retailer,Bangalore,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,1,No
1352,16-Sep,Alternacare,Consumer Internet,Online Doctor Consulting platform,New Delhi,Eros Labs,Seed Funding,500000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1353,16-Sep,Simplilearn,Education,Online Certification programs,Bangalore,InnoVen Capital India,Private Equity,6000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,1,No
1354,16-Sep,Prozo,eCommerce,Study Material Marketplace,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2016,0,No
1355,16-Sep,TopRankers,Education,Online Test Preparation platform,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1356,16-Sep,BuildTraders,eCommerce,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed Funding,200000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1357,16-Sep,Byju\\xe2\\x80\\x99s,Education,Online Learning App,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,1,No
1358,16-Sep,NoBroker,Consumer Internet,Online Home Rental platform,Bangalore,Anand Chandrasekaran,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1359,16-Sep,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1360,16-Sep,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Dr. Rameshwar Kumar,Seed Funding,150000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1361,16-Sep,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Funding,450000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1362,16-Sep,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1363,16-Sep,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1364,16-Sep,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,3000000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2016,0,No
1365,16-Sep,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,12300000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,1,No
1366,16-Sep,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1367,16-Sep,Findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,Raj Singh Bhandal,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1368,16-Sep,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,Yes
1369,16-Sep,ShoeKonnect,eCommerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1370,16-Sep,NearBuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1371,16-Sep,ZeroInfy,Consumer Internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1372,16-Sep,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1373,16-Sep,LensPick,eCommerce,eyewear eTailer,Bangalore,Scadea Solutions Inc,Private Equity,0,No,No,No,Other,Yes,Yes,No,Yes,No,Yes,2016,0,No
1374,16-Sep,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1375,16-Sep,Furlenco,eCommerce,Online furniture rental startup,Bangalore,Lightbox Ventures and others,Private Equity,5000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,1,No
1376,16-Sep,GoPigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Nexus Venture Partners,Private Equity,1500000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1377,16-Sep,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1378,16-Sep,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurgaon,RoundGlass Partners,Private Equity,1000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1379,16-Sep,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed Funding,750000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1380,16-Sep,Liqvid,Technology,Integrated eLearning content solutions,New Delhi,Gray Matters Capital,Private Equity,0,No,No,No,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1381,16-Sep,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,Bessemer Venture Partners,Private Equity,15000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1382,16-Sep,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,CIO Angel Network,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1383,16-Sep,JustLikeNew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,500000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2016,0,No
1384,16-Sep,JoeHukum,Technology,Enterprise customer engagement solutions,New Delhi,Sumit Jain,Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1385,16-Sep,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Undisclosed Investors,Seed Funding,1000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,Yes
1386,16-Sep,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1387,16-Sep,Pepperfry,eCommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,1,No
1388,16-Sep,eQuickies,eCommerce,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed Funding,298000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2016,0,No
1389,16-Sep,Khel Now,Consumer Internet,Mobile-based social networking platform,New Delhi,Anglian Omega Network,Seed Funding,350000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1390,16-Sep,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,New Delhi,Carpediem Capital,Private Equity,6000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,1,No
1391,16-Sep,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,0,No,No,No,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1392,16-Sep,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bangalore,Rebright Partners,Seed Funding,425000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1393,16-Sep,HashTaag,Technology,Mobile App Development company,Bangalore,Undisclosed Investors,Seed Funding,1000000,No,Yes,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,Yes
1394,16-Sep,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000,No,No,Yes,Other,No,No,Yes,Yes,No,Yes,2016,0,No
1395,16-Sep,CloudCherry,Technology,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2016,1,No
1396,16-Sep,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,Rohit MA,Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1397,16-Sep,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1398,16-Sep,inMotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1399,16-Sep,Let\xe2\x80\x99s Barter,Consumer Internet,Goods & Services Barter Platform,New Delhi,Scale Ventures Funds,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1400,16-Sep,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1401,16-Sep,TinyStep,Consumer Internet,Parenting Network Platform,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,1580000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1402,16-Sep,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1403,16-Sep,Beardo,eCommerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,500000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2016,0,No
