SrNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentnType,AmountUSD,HundredMillionOrMore,OneMillionOrMore,Funded,Industry,BangaloreBased,InMegaCity,TechRelated,PrivateEquity,SeedFunding,PrivateOrSeed,Year,FiveMillionOrMore,TopInvestor
1404,16-Sep,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Funding,1000000,No,Yes,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1405,16-Sep,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,1000000,No,Yes,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1406,16-Sep,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2016,1,No
1407,16-Sep,Promon,eCommerce,Local Commerce Platform,New Delhi,Now Capital,Seed Funding,180000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1408,16-Sep,Fastudent,eCommerce,Education eCommerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1409,16-Sep,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1410,16-Sep,Demyto,Consumer Internet,Vehicle mainteUnknownce Services platform,Pune,Deepak Nathani,Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1411,16-Sep,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2016,1,No
1412,16-Sep,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1413,16-Aug,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2016,1,No
1414,16-Aug,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Funding,200000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1415,16-Aug,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed Investors,Seed Funding,275000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,Yes
1416,16-Aug,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,3000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,0,No
1417,16-Aug,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1418,16-Aug,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1419,16-Aug,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1420,16-Aug,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000,No,Yes,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1421,16-Aug,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2016,0,No
1422,16-Aug,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,Brand Capital,Seed Funding,225000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1423,16-Aug,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,890000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1424,16-Aug,Petoo,Consumer Internet,Food Delivery Platform,Bangalore,Existing Investors,Seed Funding,500000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1425,16-Aug,lehlehsports,Others,Sports Arena discovery,New Delhi,Anglian Omega Network,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1426,16-Aug,Tricog,Healthcare,Healthcare Analytics Platform,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,0,No,No,No,Other,Yes,Yes,No,Yes,No,Yes,2016,0,No
1427,16-Aug,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,27000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1428,16-Aug,AdPushUp,Technology,Ad optimization Platform,New Delhi,"Geniee, Inc, Purvi Capital",Private Equity,0,No,No,No,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1429,16-Aug,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,40000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1430,16-Aug,Mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurgaon,Undisclosed Investors,Seed Funding,445000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2016,0,Yes
1431,16-Aug,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,200000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1432,16-Aug,MobiDent,Healthcare,Dental Protection Solution,Bangalore,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1433,16-Aug,Zeolr/RespirON,Technology,Healthcare related IoT platform,New Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1434,16-Aug,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1435,16-Aug,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1436,16-Aug,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1437,16-Aug,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1438,16-Aug,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1439,16-Aug,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2016,1,No
1440,16-Aug,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2016,0,No
1441,16-Aug,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurgaon,Brand Capital,Private Equity,1500000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1442,16-Aug,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15600000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2016,1,No
1443,16-Aug,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Funding,500000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,Yes
1444,16-Aug,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,"HT Media Ltd, North Base Media",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1445,16-Aug,Buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1446,16-Aug,Zappfresh,ECommerce,Raw Meat Products eTailer,Gurgaon,Ashvin Chadha,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2016,0,No
1447,16-Aug,OyoRooms,Consumer Internet,Budget Hotels Aggregator,New Delhi,SoftBank Group,Private Equity,62000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,1,No
1448,16-Aug,Hike,Consumer Internet,Mobile Messaging App,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000,Yes,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,1,No
1449,16-Aug,Joolz,eCommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000,No,No,Yes,Other,No,Yes,No,Yes,No,Yes,2016,0,No
1450,16-Aug,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1500000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2016,0,No
1451,16-Aug,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1452,16-Aug,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Investors,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,Yes
1453,16-Aug,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2016,0,No
1454,16-Aug,ZiPi,Technology,Mobile Chatbot App,Bangalore,Swan Angel Network,Seed Funding,0,No,No,No,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1455,16-Aug,Appknox,Technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000,No,No,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1456,16-Aug,Pikkol,Logistics,Packers & Movers,Bangalore,Indian Angel Network,Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1457,16-Aug,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1458,16-Aug,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,0,No,No,No,Other,No,No,Yes,Yes,No,Yes,2016,0,No
1459,16-Aug,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,1,No
1460,16-Aug,Digio,Technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,375000,No,No,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1461,16-Aug,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,0,No,No,No,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1462,16-Aug,Zzungry,Consumer Internet,Food Delivery platform,Bangalore,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1463,16-Aug,Puro Wellness,healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,1,No
1464,16-Aug,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1465,16-Aug,TAC Security,Technology,Cyber-Security Solutions Provider,New Delhi,Vijay Kedia,Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1466,16-Aug,Notesgen,Consumer Internet,Online Notes Sharing Portal,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,100000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1467,16-Aug,NearU,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1468,16-Aug,Octo.ai,Technology,Artificial Intelligence based marketing platform,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000,No,No,Yes,Other,No,Yes,Yes,No,Yes,Yes,2016,0,No
1469,16-Aug,ShaadiSaga,Consumer Internet,Wedding Website Creator,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1470,16-Aug,UnaAcademy,Consumer Internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1471,16-Aug,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,100000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1472,16-Aug,Guarented,eCommerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed Funding,500000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2016,0,No
1473,16-Aug,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,Gurgaon,"Vineet Taneja, Kamal Puri",Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1474,16-Aug,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,500000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1475,16-Aug,Convegenius,Education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,900000,No,No,Yes,Other,No,No,No,Yes,No,Yes,2016,0,No
1476,16-Aug,UrbanLadder,eCommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,0,No
1477,16-Aug,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1478,16-Aug,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1479,16-Aug,Cult,Healthcare,Health and Fitness Centres,Bangalore,CureFit,Private Equity,3000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,0,No
1480,16-Aug,WitWorks,Technology,Consumer IoT Startup,Bangalore,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,0,No,No,No,Other,Yes,Yes,Yes,No,Yes,Yes,2016,0,No
1481,16-Aug,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1482,16-Aug,ZoomCar,Consumer Internet,Self-driven car booking platform,Bangalore,Ford Smart Mobility Llc,Private Equity,24000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1483,16-Aug,Plix,Consumer Internet,Photo and Video Sharing App,Gurgaon,Instalabs,Seed Funding,500000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1484,16-Aug,Mobikwik,Consumer Internet,Digital Wallet platform,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,40000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,1,No
1485,16-Aug,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Investors,Seed Funding,550000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,Yes
1486,16-Aug,CrownIt,Consumer Internet,Cashback Mobile app,Gurgaon,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1487,16-Aug,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1488,16-Aug,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1489,16-Aug,Zolo,Consumer Internet,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,0,No,No,No,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1490,16-Aug,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed Investors,Private Equity,1000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,Yes
1491,16-Aug,LivSpace,Consumer Internet,Online portal for Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1492,16-Aug,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Funding,149000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1493,16-Aug,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1494,16-Aug,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bangalore,MediaTek Inc.,Private Equity,60000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2016,1,No
1495,16-Aug,CropIn,Technology,Agriculture Technology Solutions,Bangalore,Sophia Investment ApS,Private Equity,2000000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1496,16-Aug,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bangalore,Info Edge (India) Ltd,Private Equity,3000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1497,16-Aug,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,0,No,No,No,Other,No,Yes,Yes,Yes,No,Yes,2016,0,No
1498,16-Aug,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,1,No
1499,16-Aug,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1500,16-Jul,RazorPay,Consumer Internet,Online Payment Gateway,Bangalore,MasterCard,Private Equity,0,No,No,No,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1501,16-Jul,DarwinBox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1502,16-Jul,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,500000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1503,16-Jul,PressPlay TV,Consumer Internet,Video Content Discovery Platform,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,0,No
1504,16-Jul,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,700000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,0,No
1505,16-Jul,WealthTrust,Consumer Internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
1506,16-Jul,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2016,1,No
1507,16-Jul,StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,200000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1508,16-Jul,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,0,No
1509,16-Jul,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,US,Rajan Anandan,Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2016,0,No
1510,16-Jul,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2016,1,No
1511,16-Jul,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurgaon,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2016,0,No
1512,16-Jul,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2016,1,No
1513,16-Jul,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,1700000,No,Yes,Yes,Other,No,Yes,No,No,Yes,Yes,2016,0,No
1514,16-Jul,HappilyUnmarried,eCommerce,Online Merchandize etailer,New Delhi,Info Edge (India) Ltd,Private Equity,740000,No,No,Yes,Other,No,Yes,No,Yes,No,Yes,2016,0,No
1515,16-Jul,Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000,No,No,Yes,Other,No,No,Yes,No,Yes,Yes,2016,0,No
1516,16-Jul,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2016,0,No
